student_id,python,java,javascript,web,react,backend,nodejs,spring_boot,dsa,oop,sql,database,system_design,ai,ml,deep_learning,nlp,computer_vision,data_science,statistics,data_engineering,cloud,devops,docker,linux,cybersecurity,testing,git,interest,goal,level,performance
198,0.35,0.59,0.94,0.16,0.8,0.7,0.3,0.69,0.57,0.3,0.76,0.63,0.41,0.48,0.59,0.41,0.49,0.3,0.74,0.15,0.28,0.5,0.62,0.17,0.14,0.1,0.11,0.66,Backend Development,Frontend Developer,Advanced,77.36
199,0.19,0.61,0.14,0.12,0.73,0.74,0.76,0.23,0.65,0.49,0.29,0.36,0.82,0.54,0.91,0.08,0.44,0.87,0.4,0.33,0.39,0.46,0.08,0.55,0.82,0.32,0.69,0.49,Backend Development,Data Engineer,Advanced,61.4
200,0.74,0.56,0.49,0.55,0.54,0.47,0.56,0.19,0.1,0.29,0.58,0.39,0.66,0.74,0.31,0.11,0.58,0.17,0.38,0.78,0.58,0.74,0.61,0.39,0.44,0.94,0.42,0.1,Web Development,Data Analyst,Beginner,75.64
201,0.58,0.87,0.11,0.32,0.35,0.07,0.34,0.46,0.83,0.56,0.86,0.29,0.68,0.58,0.94,0.39,0.4,0.57,0.78,0.14,0.66,0.35,0.5,0.74,0.36,0.6,0.38,0.44,Data Engineering,Cloud Engineer,Beginner,86.22
202,0.53,0.31,0.09,0.95,0.41,0.25,0.72,0.13,0.81,0.14,0.35,0.11,0.77,0.48,0.24,0.77,0.64,0.32,0.77,0.44,0.54,0.23,0.41,0.61,0.46,0.74,0.21,0.07,Backend Development,DevOps Engineer,Intermediate,51.71
203,0.92,0.72,0.47,0.89,0.53,0.6,0.74,0.44,0.56,0.61,0.52,0.38,0.18,0.19,0.67,0.32,0.44,0.34,0.8,0.11,0.23,0.42,0.79,0.63,0.28,0.59,0.42,0.15,Web Development,Software Engineer,Beginner,83.84
204,0.33,0.49,0.94,0.43,0.87,0.23,0.3,0.08,0.76,0.3,0.55,0.63,0.09,0.7,0.75,0.1,0.86,0.33,0.32,0.11,0.91,0.86,0.65,0.85,0.41,0.81,0.81,0.26,Data Science,Mobile App Developer,Advanced,85.59
205,0.9,0.89,0.28,0.85,0.26,0.16,0.78,0.35,0.58,0.4,0.72,0.26,0.43,0.18,0.21,0.92,0.45,0.28,0.58,0.49,0.39,0.9,0.33,0.43,0.66,0.92,0.84,0.89,Cybersecurity,Full Stack Developer,Advanced,60.23
206,0.33,0.63,0.86,0.08,0.72,0.77,0.1,0.88,0.65,0.28,0.4,0.63,0.68,0.86,0.67,0.53,0.26,0.45,0.06,0.91,0.88,0.88,0.32,0.89,0.73,0.32,0.82,0.19,Data Engineering,Cloud Engineer,Intermediate,88.37
207,0.74,0.42,0.08,0.83,0.79,0.9,0.47,0.42,0.81,0.7,0.84,0.79,0.79,0.68,0.51,0.37,0.59,0.78,0.71,0.46,0.07,0.1,0.63,0.62,0.76,0.17,0.41,0.62,Cybersecurity,DevOps Engineer,Beginner,46.1
208,0.27,0.69,0.74,0.63,0.17,0.58,0.42,0.9,0.46,0.84,0.17,0.21,0.58,0.34,0.3,0.13,0.38,0.4,0.39,0.8,0.56,0.07,0.07,0.55,0.6,0.26,0.13,0.47,Cloud & DevOps,Cybersecurity Engineer,Beginner,42.74
209,0.61,0.59,0.18,0.91,0.2,0.56,0.06,0.52,0.75,0.89,0.79,0.49,0.25,0.23,0.9,0.78,0.29,0.72,0.39,0.44,0.24,0.24,0.79,0.7,0.22,0.21,0.76,0.08,Cloud & DevOps,Data Analyst,Advanced,64.8
210,0.27,0.57,0.63,0.13,0.47,0.83,0.93,0.41,0.24,0.4,0.43,0.59,0.12,0.55,0.1,0.89,0.47,0.37,0.6,0.65,0.77,0.69,0.78,0.05,0.5,0.39,0.93,0.65,Backend Development,Mobile App Developer,Beginner,71.93
211,0.28,0.5,0.89,0.84,0.17,0.34,0.53,0.18,0.16,0.09,0.17,0.83,0.8,0.72,0.88,0.3,0.84,0.6,0.74,0.29,0.33,0.85,0.33,0.95,0.74,0.19,0.82,0.64,Data Engineering,Software Engineer,Beginner,48.17
212,0.26,0.08,0.28,0.69,0.44,0.95,0.88,0.09,0.37,0.69,0.49,0.49,0.81,0.83,0.16,0.13,0.83,0.21,0.2,0.51,0.3,0.85,0.58,0.58,0.92,0.52,0.56,0.42,Data Science,Data Analyst,Intermediate,77.23
213,0.85,0.07,0.66,0.66,0.4,0.58,0.91,0.8,0.19,0.12,0.8,0.64,0.46,0.91,0.58,0.06,0.92,0.64,0.91,0.34,0.71,0.71,0.91,0.56,0.24,0.09,0.63,0.34,AI / Machine Learning,Cybersecurity Engineer,Beginner,70.09
214,0.59,0.13,0.28,0.27,0.74,0.41,0.07,0.24,0.4,0.41,0.63,0.91,0.19,0.32,0.77,0.71,0.88,0.86,0.59,0.37,0.14,0.38,0.23,0.45,0.4,0.29,0.59,0.13,Software Engineering,MLOps Engineer,Intermediate,73.76
215,0.44,0.43,0.09,0.36,0.47,0.25,0.67,0.19,0.5,0.62,0.52,0.31,0.44,0.87,0.48,0.18,0.17,0.86,0.81,0.52,0.32,0.09,0.12,0.09,0.15,0.43,0.14,0.64,Cloud & DevOps,Backend Developer,Intermediate,72.21
216,0.74,0.06,0.72,0.47,0.76,0.81,0.09,0.42,0.68,0.33,0.7,0.73,0.45,0.78,0.36,0.88,0.78,0.24,0.12,0.93,0.28,0.66,0.44,0.07,0.41,0.06,0.64,0.46,Software Engineering,QA / Automation Engineer,Advanced,93.12
217,0.59,0.49,0.61,0.93,0.37,0.66,0.67,0.41,0.32,0.16,0.06,0.15,0.06,0.92,0.82,0.24,0.63,0.63,0.44,0.61,0.76,0.22,0.32,0.47,0.48,0.07,0.2,0.19,Data Engineering,Full Stack Developer,Intermediate,41.08
218,0.45,0.27,0.32,0.8,0.4,0.35,0.14,0.81,0.44,0.42,0.5,0.57,0.71,0.95,0.08,0.41,0.51,0.7,0.89,0.86,0.83,0.26,0.1,0.07,0.57,0.55,0.29,0.63,Data Engineering,AI / ML Engineer,Intermediate,74.25
219,0.63,0.45,0.44,0.2,0.7,0.47,0.44,0.51,0.58,0.67,0.88,0.82,0.69,0.47,0.84,0.7,0.4,0.43,0.9,0.64,0.37,0.48,0.92,0.2,0.24,0.67,0.13,0.48,Backend Development,Data Analyst,Beginner,73.32
220,0.14,0.42,0.94,0.32,0.24,0.09,0.07,0.84,0.37,0.19,0.8,0.86,0.08,0.11,0.44,0.61,0.16,0.25,0.28,0.36,0.37,0.09,0.84,0.29,0.19,0.67,0.51,0.65,AI / Machine Learning,Full Stack Developer,Intermediate,92.95
221,0.73,0.93,0.75,0.6,0.82,0.14,0.56,0.51,0.2,0.16,0.23,0.38,0.71,0.69,0.74,0.5,0.83,0.19,0.38,0.79,0.16,0.23,0.92,0.74,0.06,0.8,0.48,0.31,Backend Development,AI / ML Engineer,Intermediate,60.48
222,0.73,0.37,0.65,0.19,0.73,0.43,0.26,0.77,0.42,0.42,0.46,0.82,0.77,0.38,0.08,0.18,0.06,0.78,0.9,0.13,0.33,0.93,0.2,0.11,0.73,0.64,0.63,0.86,AI / Machine Learning,Cloud Engineer,Advanced,83.95
223,0.84,0.93,0.43,0.85,0.68,0.84,0.7,0.33,0.36,0.79,0.86,0.6,0.18,0.41,0.63,0.85,0.61,0.61,0.45,0.36,0.78,0.63,0.75,0.84,0.13,0.53,0.4,0.7,Backend Development,Mobile App Developer,Advanced,55.62
224,0.13,0.55,0.52,0.73,0.19,0.08,0.77,0.58,0.27,0.75,0.7,0.94,0.15,0.1,0.39,0.61,0.37,0.09,0.64,0.16,0.32,0.71,0.46,0.93,0.77,0.94,0.56,0.85,Web Development,Backend Developer,Intermediate,55.65
225,0.76,0.69,0.66,0.69,0.52,0.27,0.35,0.57,0.79,0.38,0.14,0.69,0.8,0.12,0.11,0.85,0.48,0.45,0.38,0.52,0.58,0.52,0.41,0.29,0.5,0.43,0.45,0.89,Data Engineering,Cybersecurity Engineer,Intermediate,85.31
226,0.18,0.16,0.69,0.17,0.68,0.83,0.16,0.24,0.48,0.72,0.9,0.38,0.91,0.59,0.42,0.16,0.56,0.09,0.19,0.38,0.94,0.32,0.49,0.76,0.18,0.58,0.09,0.85,Cloud & DevOps,Data Analyst,Beginner,85.05
227,0.49,0.16,0.36,0.83,0.43,0.57,0.56,0.86,0.75,0.48,0.7,0.6,0.74,0.5,0.46,0.45,0.45,0.83,0.34,0.77,0.65,0.42,0.26,0.41,0.54,0.91,0.85,0.71,Data Science,QA / Automation Engineer,Beginner,78.9
228,0.56,0.77,0.69,0.55,0.16,0.55,0.22,0.61,0.57,0.1,0.56,0.22,0.48,0.86,0.16,0.89,0.21,0.07,0.76,0.27,0.69,0.85,0.45,0.78,0.6,0.41,0.09,0.83,AI / Machine Learning,Backend Developer,Intermediate,49.93
229,0.07,0.53,0.39,0.13,0.93,0.54,0.31,0.21,0.74,0.19,0.91,0.66,0.1,0.92,0.21,0.69,0.32,0.14,0.18,0.85,0.28,0.9,0.86,0.1,0.27,0.59,0.26,0.51,Software Engineering,AI / ML Engineer,Intermediate,43.33
230,0.47,0.42,0.49,0.42,0.26,0.85,0.29,0.92,0.66,0.27,0.55,0.76,0.32,0.42,0.13,0.62,0.23,0.92,0.39,0.94,0.75,0.53,0.43,0.87,0.46,0.05,0.47,0.8,Cloud & DevOps,Cloud Engineer,Beginner,40.03
231,0.89,0.48,0.59,0.81,0.39,0.37,0.62,0.58,0.51,0.09,0.72,0.56,0.32,0.41,0.16,0.18,0.55,0.3,0.44,0.6,0.91,0.34,0.66,0.36,0.29,0.73,0.46,0.27,Cybersecurity,Backend Developer,Beginner,65.29
232,0.59,0.06,0.67,0.63,0.05,0.48,0.86,0.66,0.42,0.86,0.68,0.74,0.53,0.76,0.63,0.12,0.08,0.8,0.65,0.66,0.37,0.78,0.79,0.37,0.21,0.74,0.68,0.06,Data Engineering,Backend Developer,Beginner,64.45
233,0.25,0.07,0.3,0.88,0.37,0.13,0.6,0.32,0.7,0.26,0.49,0.38,0.3,0.86,0.69,0.24,0.23,0.79,0.41,0.83,0.56,0.49,0.55,0.64,0.56,0.66,0.56,0.11,Backend Development,Cybersecurity Engineer,Beginner,47.01
234,0.89,0.82,0.84,0.71,0.3,0.81,0.07,0.92,0.66,0.6,0.66,0.84,0.05,0.43,0.66,0.64,0.82,0.34,0.81,0.42,0.16,0.52,0.5,0.52,0.09,0.7,0.09,0.88,Data Engineering,Backend Developer,Beginner,61.55
235,0.35,0.84,0.78,0.94,0.25,0.67,0.91,0.88,0.23,0.35,0.11,0.61,0.08,0.44,0.07,0.77,0.89,0.81,0.27,0.48,0.91,0.8,0.79,0.52,0.26,0.12,0.59,0.44,Data Science,Cloud Engineer,Intermediate,71.84
236,0.13,0.1,0.08,0.33,0.81,0.11,0.16,0.88,0.45,0.32,0.61,0.11,0.66,0.55,0.32,0.39,0.14,0.73,0.26,0.59,0.64,0.06,0.4,0.77,0.84,0.61,0.36,0.89,AI / Machine Learning,Full Stack Developer,Advanced,58.05
237,0.22,0.14,0.59,0.11,0.76,0.22,0.57,0.62,0.28,0.43,0.7,0.45,0.27,0.77,0.1,0.33,0.44,0.91,0.73,0.33,0.85,0.75,0.18,0.33,0.36,0.38,0.06,0.58,Backend Development,Software Engineer,Beginner,67.89
238,0.8,0.82,0.43,0.23,0.23,0.87,0.76,0.36,0.65,0.68,0.93,0.59,0.35,0.57,0.92,0.6,0.43,0.2,0.46,0.76,0.09,0.25,0.05,0.25,0.26,0.61,0.27,0.71,Cybersecurity,MLOps Engineer,Advanced,60.68
239,0.41,0.79,0.06,0.06,0.37,0.55,0.18,0.45,0.62,0.87,0.37,0.93,0.23,0.31,0.25,0.29,0.21,0.81,0.27,0.23,0.21,0.29,0.14,0.8,0.17,0.64,0.85,0.35,Web Development,Data Engineer,Intermediate,53.21
240,0.78,0.64,0.9,0.93,0.95,0.84,0.84,0.11,0.18,0.88,0.77,0.22,0.39,0.39,0.59,0.93,0.27,0.09,0.6,0.22,0.53,0.76,0.34,0.1,0.77,0.84,0.82,0.92,Data Engineering,Data Analyst,Advanced,44.48
241,0.47,0.65,0.11,0.51,0.73,0.63,0.51,0.5,0.47,0.34,0.39,0.68,0.69,0.5,0.29,0.41,0.88,0.58,0.08,0.25,0.23,0.83,0.41,0.33,0.85,0.56,0.89,0.39,Data Science,Data Scientist,Beginner,56.23
242,0.52,0.26,0.09,0.51,0.35,0.46,0.44,0.38,0.5,0.3,0.07,0.45,0.29,0.12,0.86,0.32,0.5,0.54,0.12,0.3,0.25,0.16,0.37,0.54,0.35,0.66,0.28,0.72,Cloud & DevOps,Data Analyst,Advanced,73.22
243,0.17,0.82,0.69,0.54,0.29,0.74,0.3,0.36,0.95,0.9,0.79,0.73,0.06,0.64,0.94,0.91,0.83,0.25,0.7,0.24,0.26,0.58,0.55,0.47,0.78,0.36,0.13,0.81,Software Engineering,MLOps Engineer,Advanced,62.97
244,0.44,0.82,0.08,0.18,0.84,0.33,0.71,0.5,0.64,0.37,0.25,0.43,0.73,0.74,0.67,0.32,0.58,0.56,0.08,0.18,0.93,0.94,0.56,0.77,0.87,0.57,0.4,0.39,Software Engineering,AI / ML Engineer,Advanced,61.25
245,0.48,0.35,0.92,0.63,0.32,0.2,0.66,0.21,0.79,0.59,0.07,0.23,0.87,0.4,0.24,0.31,0.52,0.46,0.38,0.06,0.34,0.87,0.4,0.94,0.17,0.43,0.72,0.4,Web Development,Data Scientist,Beginner,57.04
246,0.79,0.65,0.19,0.57,0.33,0.23,0.7,0.46,0.23,0.94,0.45,0.79,0.59,0.27,0.35,0.56,0.49,0.47,0.09,0.13,0.63,0.88,0.36,0.81,0.76,0.4,0.79,0.81,Software Engineering,Data Analyst,Beginner,89.5
247,0.71,0.46,0.87,0.22,0.56,0.4,0.9,0.27,0.83,0.3,0.62,0.31,0.87,0.68,0.7,0.25,0.49,0.94,0.55,0.95,0.12,0.14,0.74,0.34,0.46,0.28,0.51,0.47,Data Science,Cloud Engineer,Advanced,77.16
248,0.47,0.36,0.41,0.22,0.08,0.28,0.69,0.17,0.65,0.47,0.47,0.12,0.64,0.69,0.44,0.47,0.3,0.2,0.8,0.6,0.21,0.16,0.72,0.2,0.65,0.06,0.3,0.45,Backend Development,Data Analyst,Advanced,41.89
249,0.66,0.24,0.68,0.8,0.78,0.63,0.69,0.86,0.4,0.33,0.1,0.05,0.75,0.74,0.89,0.39,0.26,0.13,0.43,0.94,0.35,0.22,0.65,0.25,0.84,0.77,0.8,0.2,Backend Development,Software Engineer,Intermediate,68.19
250,0.78,0.34,0.61,0.61,0.89,0.41,0.44,0.26,0.15,0.34,0.06,0.64,0.06,0.24,0.25,0.64,0.3,0.61,0.09,0.85,0.42,0.74,0.5,0.94,0.69,0.76,0.88,0.56,Cloud & DevOps,AI / ML Engineer,Advanced,57.84
251,0.62,0.4,0.88,0.74,0.17,0.21,0.74,0.67,0.93,0.65,0.11,0.07,0.87,0.45,0.51,0.72,0.5,0.68,0.06,0.07,0.73,0.16,0.26,0.44,0.27,0.12,0.17,0.5,Web Development,Data Scientist,Intermediate,51.24
252,0.08,0.88,0.59,0.9,0.72,0.35,0.3,0.63,0.73,0.52,0.93,0.63,0.31,0.07,0.81,0.35,0.27,0.54,0.87,0.65,0.27,0.67,0.7,0.6,0.39,0.34,0.45,0.06,Data Engineering,AI / ML Engineer,Beginner,42.87
253,0.94,0.89,0.16,0.21,0.54,0.77,0.23,0.51,0.43,0.47,0.2,0.23,0.43,0.6,0.32,0.57,0.92,0.23,0.83,0.48,0.91,0.37,0.39,0.47,0.43,0.6,0.44,0.19,Data Engineering,Software Engineer,Intermediate,63.51
254,0.12,0.87,0.32,0.53,0.55,0.21,0.39,0.33,0.3,0.56,0.48,0.35,0.69,0.23,0.87,0.05,0.83,0.71,0.39,0.41,0.42,0.41,0.72,0.4,0.33,0.94,0.11,0.85,Data Science,Frontend Developer,Advanced,48.93
255,0.74,0.91,0.74,0.73,0.36,0.69,0.62,0.38,0.1,0.4,0.43,0.27,0.48,0.88,0.38,0.69,0.08,0.65,0.18,0.59,0.9,0.18,0.27,0.57,0.65,0.2,0.16,0.13,Software Engineering,Frontend Developer,Advanced,72.24
256,0.86,0.52,0.22,0.43,0.8,0.28,0.32,0.92,0.64,0.39,0.33,0.42,0.84,0.7,0.13,0.62,0.75,0.36,0.18,0.72,0.89,0.41,0.33,0.94,0.78,0.05,0.11,0.68,Software Engineering,Cloud Engineer,Intermediate,80.32
257,0.2,0.39,0.68,0.23,0.21,0.9,0.46,0.78,0.22,0.1,0.21,0.73,0.28,0.86,0.42,0.61,0.61,0.83,0.2,0.31,0.39,0.3,0.36,0.58,0.48,0.66,0.14,0.1,AI / Machine Learning,Cloud Engineer,Advanced,83.41
258,0.09,0.24,0.76,0.39,0.52,0.92,0.29,0.49,0.73,0.59,0.35,0.66,0.36,0.33,0.27,0.38,0.41,0.6,0.93,0.84,0.78,0.05,0.83,0.41,0.8,0.88,0.07,0.16,Cloud & DevOps,Cybersecurity Engineer,Beginner,60.26
259,0.61,0.64,0.48,0.42,0.22,0.94,0.91,0.78,0.06,0.37,0.09,0.78,0.34,0.45,0.6,0.41,0.6,0.12,0.44,0.89,0.89,0.94,0.82,0.86,0.71,0.31,0.23,0.18,AI / Machine Learning,Data Scientist,Intermediate,83.83
260,0.32,0.66,0.54,0.84,0.2,0.45,0.15,0.65,0.27,0.24,0.73,0.64,0.13,0.44,0.69,0.19,0.89,0.86,0.74,0.25,0.28,0.48,0.86,0.16,0.17,0.53,0.7,0.13,Cybersecurity,QA / Automation Engineer,Beginner,91.25
261,0.74,0.59,0.63,0.39,0.7,0.71,0.39,0.63,0.56,0.82,0.78,0.25,0.15,0.13,0.13,0.72,0.89,0.72,0.15,0.38,0.82,0.91,0.57,0.05,0.11,0.53,0.81,0.93,Cybersecurity,MLOps Engineer,Intermediate,83.86
262,0.89,0.16,0.65,0.58,0.15,0.06,0.82,0.33,0.78,0.32,0.25,0.66,0.18,0.31,0.72,0.81,0.79,0.08,0.34,0.5,0.67,0.3,0.81,0.57,0.62,0.24,0.31,0.92,AI / Machine Learning,MLOps Engineer,Intermediate,48.4
263,0.7,0.81,0.89,0.25,0.71,0.88,0.75,0.82,0.7,0.32,0.78,0.87,0.19,0.07,0.4,0.43,0.48,0.36,0.4,0.11,0.7,0.3,0.88,0.68,0.54,0.14,0.34,0.76,AI / Machine Learning,QA / Automation Engineer,Advanced,56.72
264,0.64,0.57,0.45,0.48,0.86,0.24,0.77,0.23,0.64,0.38,0.82,0.14,0.76,0.82,0.39,0.93,0.66,0.2,0.1,0.37,0.48,0.9,0.16,0.51,0.35,0.44,0.18,0.7,Web Development,Software Engineer,Beginner,53.25
265,0.49,0.67,0.91,0.64,0.39,0.67,0.77,0.64,0.75,0.83,0.64,0.3,0.64,0.38,0.16,0.12,0.49,0.65,0.51,0.07,0.57,0.57,0.3,0.72,0.76,0.21,0.49,0.63,Software Engineering,Data Engineer,Advanced,46.89
266,0.34,0.69,0.83,0.53,0.41,0.68,0.4,0.79,0.76,0.53,0.11,0.8,0.54,0.79,0.64,0.73,0.24,0.64,0.16,0.83,0.68,0.05,0.45,0.33,0.09,0.57,0.64,0.13,Cloud & DevOps,QA / Automation Engineer,Beginner,44.65
267,0.16,0.32,0.92,0.2,0.93,0.64,0.27,0.09,0.9,0.86,0.31,0.53,0.18,0.49,0.33,0.87,0.95,0.6,0.51,0.67,0.65,0.09,0.08,0.18,0.82,0.24,0.17,0.55,Cybersecurity,Data Engineer,Beginner,80.1
268,0.43,0.54,0.28,0.63,0.2,0.46,0.9,0.66,0.9,0.18,0.23,0.62,0.29,0.62,0.63,0.69,0.56,0.63,0.51,0.2,0.79,0.33,0.76,0.39,0.92,0.27,0.29,0.53,Software Engineering,AI / ML Engineer,Intermediate,75.21
269,0.38,0.35,0.3,0.83,0.25,0.06,0.39,0.92,0.39,0.14,0.88,0.21,0.71,0.33,0.79,0.49,0.53,0.68,0.83,0.55,0.6,0.86,0.2,0.9,0.4,0.36,0.72,0.92,Software Engineering,Full Stack Developer,Advanced,47.02
270,0.06,0.51,0.19,0.16,0.39,0.71,0.1,0.7,0.93,0.69,0.27,0.6,0.69,0.21,0.94,0.77,0.5,0.3,0.43,0.9,0.84,0.78,0.32,0.82,0.9,0.42,0.33,0.13,Data Science,AI / ML Engineer,Advanced,53.2
271,0.13,0.57,0.13,0.31,0.89,0.78,0.06,0.9,0.66,0.89,0.17,0.5,0.67,0.66,0.53,0.16,0.06,0.22,0.8,0.06,0.43,0.53,0.36,0.94,0.65,0.88,0.95,0.9,AI / Machine Learning,DevOps Engineer,Intermediate,93.06
272,0.66,0.84,0.52,0.25,0.12,0.81,0.51,0.91,0.43,0.39,0.39,0.15,0.87,0.27,0.54,0.74,0.16,0.32,0.31,0.24,0.71,0.56,0.25,0.32,0.89,0.63,0.79,0.08,Data Engineering,DevOps Engineer,Intermediate,43.16
273,0.06,0.46,0.32,0.15,0.36,0.7,0.41,0.06,0.44,0.23,0.53,0.86,0.42,0.87,0.06,0.74,0.28,0.47,0.39,0.38,0.85,0.53,0.29,0.94,0.64,0.45,0.18,0.72,AI / Machine Learning,Backend Developer,Advanced,50.92
274,0.22,0.09,0.41,0.72,0.86,0.19,0.23,0.48,0.65,0.29,0.43,0.55,0.77,0.69,0.34,0.74,0.84,0.5,0.88,0.81,0.4,0.15,0.15,0.07,0.19,0.5,0.74,0.26,Cybersecurity,Frontend Developer,Advanced,80.56
275,0.44,0.31,0.49,0.73,0.27,0.19,0.51,0.27,0.74,0.83,0.94,0.27,0.79,0.23,0.69,0.78,0.68,0.5,0.21,0.94,0.58,0.62,0.26,0.17,0.08,0.94,0.89,0.43,Web Development,AI / ML Engineer,Beginner,60.92
276,0.52,0.68,0.93,0.25,0.43,0.11,0.43,0.1,0.15,0.38,0.9,0.69,0.27,0.86,0.21,0.05,0.64,0.34,0.31,0.3,0.6,0.44,0.28,0.49,0.35,0.15,0.65,0.66,Backend Development,Backend Developer,Intermediate,80.77
277,0.38,0.75,0.53,0.38,0.64,0.24,0.4,0.85,0.17,0.72,0.16,0.58,0.87,0.64,0.22,0.68,0.88,0.12,0.54,0.36,0.7,0.94,0.23,0.7,0.09,0.22,0.55,0.28,Cybersecurity,Backend Developer,Intermediate,74.64
278,0.16,0.44,0.48,0.52,0.91,0.76,0.2,0.3,0.92,0.31,0.91,0.1,0.93,0.22,0.78,0.5,0.53,0.51,0.12,0.44,0.51,0.56,0.4,0.6,0.24,0.05,0.56,0.58,AI / Machine Learning,MLOps Engineer,Advanced,65.05
279,0.69,0.52,0.32,0.25,0.69,0.55,0.2,0.09,0.26,0.09,0.18,0.85,0.88,0.29,0.76,0.63,0.27,0.79,0.53,0.05,0.36,0.59,0.38,0.12,0.68,0.54,0.7,0.42,Cloud & DevOps,Backend Developer,Beginner,74.43
280,0.06,0.37,0.71,0.3,0.28,0.06,0.64,0.83,0.9,0.57,0.7,0.67,0.9,0.28,0.61,0.59,0.24,0.45,0.34,0.23,0.62,0.82,0.41,0.45,0.71,0.44,0.18,0.48,Data Engineering,Data Scientist,Intermediate,50.18
281,0.83,0.22,0.49,0.71,0.63,0.07,0.2,0.21,0.4,0.6,0.11,0.11,0.27,0.87,0.92,0.14,0.52,0.7,0.78,0.59,0.39,0.07,0.79,0.74,0.63,0.09,0.27,0.13,Backend Development,Cloud Engineer,Advanced,40.74
282,0.92,0.91,0.15,0.71,0.35,0.69,0.23,0.48,0.56,0.45,0.2,0.35,0.19,0.1,0.67,0.61,0.16,0.79,0.14,0.32,0.51,0.8,0.18,0.87,0.07,0.43,0.18,0.64,Web Development,Cloud Engineer,Intermediate,77.77
283,0.69,0.86,0.49,0.94,0.25,0.91,0.3,0.12,0.35,0.37,0.88,0.13,0.09,0.19,0.44,0.35,0.21,0.43,0.85,0.67,0.61,0.31,0.84,0.29,0.5,0.38,0.29,0.87,Data Science,MLOps Engineer,Beginner,87.39
284,0.93,0.75,0.18,0.18,0.45,0.77,0.93,0.78,0.15,0.43,0.7,0.18,0.34,0.16,0.74,0.37,0.49,0.48,0.93,0.59,0.62,0.17,0.9,0.88,0.39,0.54,0.53,0.49,Web Development,Frontend Developer,Beginner,71.95
285,0.43,0.57,0.67,0.72,0.68,0.26,0.05,0.94,0.07,0.55,0.91,0.88,0.1,0.36,0.81,0.83,0.79,0.32,0.18,0.82,0.92,0.87,0.27,0.8,0.1,0.17,0.92,0.68,Software Engineering,Cybersecurity Engineer,Beginner,78.29
286,0.43,0.1,0.15,0.57,0.48,0.58,0.19,0.18,0.18,0.27,0.06,0.8,0.42,0.74,0.47,0.18,0.52,0.9,0.47,0.7,0.45,0.63,0.06,0.15,0.1,0.63,0.59,0.21,Backend Development,Software Engineer,Intermediate,85.8
287,0.66,0.84,0.55,0.8,0.88,0.5,0.69,0.43,0.19,0.93,0.52,0.93,0.16,0.24,0.61,0.25,0.22,0.72,0.55,0.81,0.78,0.47,0.33,0.63,0.79,0.2,0.77,0.63,Web Development,Data Engineer,Beginner,45.74
288,0.38,0.75,0.35,0.27,0.2,0.15,0.24,0.06,0.87,0.22,0.23,0.89,0.27,0.13,0.56,0.09,0.94,0.49,0.09,0.13,0.33,0.93,0.73,0.91,0.5,0.33,0.4,0.37,Backend Development,Cybersecurity Engineer,Advanced,45.36
289,0.42,0.72,0.14,0.78,0.19,0.58,0.39,0.58,0.82,0.31,0.19,0.47,0.85,0.13,0.7,0.85,0.78,0.64,0.74,0.19,0.92,0.51,0.71,0.64,0.89,0.36,0.76,0.36,Cybersecurity,DevOps Engineer,Intermediate,42.2
290,0.69,0.66,0.27,0.95,0.6,0.91,0.56,0.94,0.14,0.06,0.74,0.33,0.83,0.77,0.86,0.5,0.46,0.2,0.32,0.11,0.57,0.37,0.11,0.69,0.46,0.94,0.93,0.74,Data Engineering,Cloud Engineer,Beginner,91.69
291,0.92,0.49,0.38,0.31,0.42,0.61,0.66,0.45,0.51,0.61,0.33,0.13,0.42,0.46,0.84,0.94,0.09,0.93,0.1,0.76,0.68,0.55,0.19,0.14,0.39,0.56,0.82,0.25,Data Engineering,Cloud Engineer,Beginner,59.19
292,0.47,0.53,0.79,0.15,0.21,0.15,0.91,0.41,0.44,0.41,0.11,0.36,0.59,0.24,0.72,0.15,0.46,0.54,0.9,0.18,0.24,0.56,0.94,0.75,0.11,0.78,0.76,0.93,Web Development,Software Engineer,Beginner,87.74
293,0.91,0.67,0.29,0.62,0.13,0.11,0.41,0.32,0.69,0.83,0.52,0.65,0.28,0.8,0.13,0.86,0.36,0.73,0.2,0.36,0.43,0.48,0.67,0.19,0.68,0.37,0.67,0.4,AI / Machine Learning,Mobile App Developer,Advanced,50.92
294,0.7,0.57,0.18,0.65,0.79,0.71,0.79,0.71,0.06,0.86,0.89,0.5,0.33,0.76,0.66,0.29,0.7,0.94,0.9,0.82,0.62,0.63,0.57,0.08,0.72,0.22,0.68,0.75,Software Engineering,Data Analyst,Intermediate,51.54
295,0.22,0.66,0.91,0.38,0.38,0.32,0.33,0.79,0.16,0.5,0.95,0.42,0.37,0.8,0.43,0.93,0.35,0.88,0.46,0.39,0.55,0.2,0.44,0.31,0.64,0.66,0.62,0.68,Data Science,AI / ML Engineer,Beginner,44.93
296,0.06,0.89,0.14,0.72,0.61,0.54,0.62,0.5,0.78,0.65,0.82,0.24,0.75,0.55,0.15,0.82,0.91,0.37,0.76,0.47,0.87,0.63,0.76,0.41,0.9,0.75,0.51,0.29,Cloud & DevOps,Data Engineer,Intermediate,77.03
